id,headword_id,word,sentence,answer,distractors
3906,34753,schedule,"According to my ___, I have a dentist appointment at 10 AM followed by a meeting at 2 PM.",schedule,"{journal,biography,contract}"
3909,34779,scholarship,He was awarded a full four-year ___ based on both academic excellence and community service.,scholarship,"{loan,salary,prize}"
3910,34782,school,"The children walk to ___ every morning, carrying backpacks filled with books and supplies.",school,"{park,store,library}"
3912,34810,scientific,The team published their findings in a peer-reviewed journal after completing the ___ study on climate change.,scientific,"{philosophical,artistic,literary}"
3913,34813,scientist,The ___ spent years analyzing data to develop a vaccine that could target the virus effectively.,scientist,"{politician,artist,accountant}"
3916,34890,scratch,Her cat left a small ___ on her arm when she tried to pick it up.,scratch,"{bruise,stitch,bandage}"
3923,34954,sculpture,The museum displayed a stunning bronze ___ of a leaping dolphin in the entrance hall.,sculpture,"{painting,photograph,drawing}"
3926,35004,search,She used the website's ___ function to find articles related to her topic.,search,"{login,profile,comment}"
3929,35049,second,"She hesitated for a ___ before answering the question, carefully choosing her words.",second,"{thought,minute,day}"
3943,35122,seem,"The puzzle was difficult, but once solved, the answer ___ obvious in hindsight.",seemed,"{remained,became,proved}"
3947,35156,seldom,"Living in the desert, they ___ experienced a day of heavy rain.",seldom,"{often,never,always}"
3973,35402,serve,He promised to ___ his community by volunteering at the local shelter every weekend.,serve,"{ignore,criticize,leave}"
3975,35415,session,"The therapy ___ lasted for an hour, during which they discussed coping strategies.",session,"{appointment,intermission,holiday}"
3976,35416,set,"Before the guests arrived for dinner, she asked her son to help ___ the table with plates and silverware.",set,"{clear,wash,decorate}"
3988,35448,sex,"The application form requires applicants to state their name, date of birth, and ___.",sex,"{opinion,hobby,talent}"
3996,35500,shallow,"The children were only allowed to wade in the ___ end of the pool, where the water barely reached their knees.",shallow,"{deep,cool,cloudy}"
4005,35545,shave,"To get rid of the stubble on his chin, he used a new razor to ___ his face until it was completely smooth.",shave,"{wash,dry,rub}"
4006,35553,she,My sister is a talented engineer; ___ was recently hired by NASA to work on the Mars rover project.,she,"{he,they,it}"
4008,35566,sheep,The farmer sheared the flock of ___ to collect the thick wool for making yarn.,sheep,"{cattle,pigs,goats}"
4019,35651,shirt,"It was a warm day, so he unbuttoned his collar and rolled up the sleeves of his ___.",shirt,"{coat,sweater,vest}"
4023,35668,shoe,He knelt down to tie the lace on his left ___ before starting the race.,shoe,"{sock,glove,boot}"
4026,35683,shop,"She decided to ___ for a new dress after work, hoping to find something perfect for the party.",shop,"{design,borrow,return}"
4031,35714,shortly,"The performance will begin ___, so please find your seats and silence your phones.",shortly,"{loudly,slowly,annually}"
4032,35723,shot,The hunter fired a single ___ from his rifle to bring down the deer.,shot,"{glance,warning,sound}"
4033,35725,should,Your doctor advised that you ___ avoid salty foods to help manage your blood pressure.,should,"{may,can,will}"
4034,35726,shoulder,He carried the heavy backpack slung over one ___ to ease the strain on his back.,shoulder,"{elbow,wrist,hip}"
4038,35738,shower,"He stepped into the glass stall, turned on the water, and took a quick ___ before breakfast.",shower,"{bath,faucet,sprinkler}"
4041,35787,shut,Please ___ the door quietly so you don’t wake the baby sleeping in the next room.,shut,"{lock,open,knock}"
4044,35811,sick,She stayed home from work because she was feeling ___ and had a high fever.,sick,"{tired,bored,lonely}"
4045,35821,side,"In the debate, she argued for the opposing ___ of the issue, presenting a completely different perspective.",side,"{truth,front,end}"
4051,35878,significance,The historian explained the ___ of the ancient manuscript in shaping early democratic ideals.,significance,"{origin,condition,translation}"
4054,35890,silence,A sudden ___ fell over the crowd when the speaker stepped onto the stage.,silence,"{excitement,murmur,panic}"
4057,35907,silly,"The comedian made a ___ face, crossing his eyes and sticking out his tongue, to make the audience laugh.",silly,"{sad,angry,serious}"
4071,35966,single,He remained ___ by choice and enjoyed traveling the world without commitments.,single,"{quiet,wealthy,famous}"
4073,35999,sir,"The soldier stood at attention and replied, 'Yes, ___!' to the officer's command.",sir,"{mister,general,friend}"
4074,36005,sister,"My parents said my ___ and I looked identical in our childhood photos, even though we are two years apart.",sister,"{aunt,friend,classmate}"
4075,36008,sit,Please ___ quietly during the presentation and save your questions until the end.,sit,"{leave,shout,applaud}"
4079,36021,six,"A standard guitar has ___ strings, while a bass guitar typically has only four.",six,"{four,eight,ten}"
4080,36023,sixteen,"In many parts of the United States, you can get a driver's license once you turn ___ years old.",sixteen,"{thirteen,eighteen,twenty-one}"
4081,36027,sixty,"There are exactly ___ seconds in a minute, a standard unit used to measure time worldwide.",sixty,"{thirty,ninety,one hundred}"
4086,36065,skill,The young pianist's impressive technical ___ amazed the audience at the concert.,skills,"{choices,errors,gestures}"
4096,36150,slave,Historical records show that millions of Africans were forcibly taken and sold into ___ during the transatlantic trade.,slavery,"{employment,poverty,migration}"
4097,36155,slavery,"The Emancipation Proclamation declared that all enslaved people in Confederate states should be set free, marking a turning point in the fight against ___.",slavery,"{monarchy,illiteracy,taxation}"
4098,36171,sleep,"After pulling an all-nighter to finish the project, she desperately needed a full night’s ___.",sleep,"{work,study,effort}"
4101,36203,slight,"There was a ___ difference in temperature between the two rooms, barely noticeable without a thermometer.",slight,"{huge,significant,major}"
4103,36205,slim,"She had a ___ chance of winning the competition, but her determination carried her through.",slim,"{good,strong,certain}"
4108,36256,slow,The heavy traffic forced us to drive at a ___ pace for over an hour.,slow,"{fast,quick,brisk}"
4124,36476,soccer,"The referee showed the player a red card for a serious foul, a rule common in the sport of ___.",soccer,"{baseball,golf,swimming}"
4142,36621,some,"Can I have ___ water, please? I'm feeling a bit thirsty after the walk.",some,"{any,no,all}"
4145,36625,someone,There’s ___ at the door ringing the bell repeatedly—could you go check?,someone,"{everyone,anyone,no one}"
4148,36633,sometimes,___ I feel like going for a walk in the evening when the weather is nice.,Sometimes,"{Always,Never,Daily}"
4151,36648,son,The king and queen were overjoyed when their ___ and heir to the throne was born.,son,"{nephew,cousin,brother}"
4157,36711,sort,This machine can ___ recyclable materials automatically by scanning their composition.,sort,"{mix,crush,clean}"
4158,36719,soul,Many philosophers believe the ___ is immortal and exists beyond the physical body.,soul,"{body,brain,heart}"
4160,36731,soup,"She was feeling sick with a cold, so her mother made her a comforting bowl of chicken ___ with noodles and broth.",soup,"{stew,salad,roast}"
4162,36740,south,"The migrating birds flew ___ as the winter approached, seeking warmer climates.",south,"{north,east,west}"
4163,36748,southern,"The state of Florida is located in the ___ part of the United States, known for its warm weather and beaches.",southern,"{northern,central,western}"
4165,36774,space,Astronauts must adapt to living in the confined ___ of a spacecraft during long missions.,space,"{room,floor,level}"
4168,36808,spare,It's always wise to keep a ___ tire in the trunk in case you get a flat.,spare,"{main,primary,missing}"
4177,36864,specific,"The recipe says to use a ___ type of flour, not just any all-purpose kind, for the best results.",specific,"{vague,general,common}"
4188,36907,speech,"For her best friend's wedding, she wrote a heartfelt ___ to read during the reception.",speech,"{argument,report,debate}"
4189,36911,speed,"The race car driver increased the ___ on the straightaway, passing two competitors in seconds.",speed,"{noise,risk,distance}"
4191,36926,spelling,"He always had trouble with words like 'necessary' and 'receive', so his ___ needed a lot of improvement.",spelling,"{grammar,pronunciation,vocabulary}"
4192,36929,spend,She decided to ___ all her savings on a down payment for a new house.,spend,"{save,invest,donate}"
4198,36978,spin,The figure skater began to ___ so fast in the center of the rink that she became a blur.,spin,"{glide,stop,jump}"
4200,37002,spirit,"Despite the loss, the team continued playing with great ___ and determination.",spirit,"{skill,technique,strategy}"
4203,37048,split,"The log was too large to carry, so he used an axe to ___ it into two smaller pieces.",split,"{lift,polish,join}"
4205,37063,spoken,"Though she could read and write French fluently, she had never ___ the language with a native speaker.",spoken,"{seen,translated,imagined}"
4212,37099,sport,"Football is a popular ___ in many countries, with millions watching professional leagues.",sport,"{event,tradition,business}"
4214,37115,spot,They found a quiet ___ by the lake to set up their picnic blanket.,spot,"{region,zone,road}"
4217,37132,spray,The farmer had to ___ the crops with pesticide to protect them from insects.,spray,"{water,harvest,plant}"
4222,37190,square,A shape with four equal sides and four right angles is called a ___.,square,"{circle,triangle,rectangle}"
4223,37200,squeeze,He had to ___ through the narrow opening in the fence to retrieve his ball.,squeeze,"{run,climb,jump}"
4229,37235,staff,The hospital recently hired additional ___ to handle the increased number of patients during flu season.,staff,"{volunteers,interns,consultants}"
4230,37241,stage,The actors took their bows on the ___ after the final curtain fell.,stage,"{audience,script,costume}"
4231,37264,stair,She tripped on the broken ___ while hurrying down to the basement.,stair,"{floor,railing,carpet}"
4236,37298,stand,"During the ceremony, the audience was asked to ___ as a sign of respect for the national anthem.",stand,"{sit,applaud,bow}"
4244,37369,statement,"After the incident, the company issued a public ___ to address customer concerns.",statement,"{summary,notice,message}"
4245,37385,station,Firefighters returned to the ___ after responding to a call in the downtown area.,station,"{hospital,precinct,barracks}"
4248,37398,statue,"A bronze ___ of the city's founder stands in the central square, surrounded by flowers.",statue,"{fountain,plaque,obelisk}"
4250,37407,stay,We booked a two-week ___ at a seaside resort to relax after the busy season.,stay,"{journey,excursion,package}"
4255,37422,steam,"As the kettle began to whistle, ___ rose from its spout.",steam,"{smoke,mist,air}"
4256,37438,steel,Many modern bridges are suspended from massive cables woven from high-tensile ___.,steel,"{copper,plastic,rope}"
4271,37637,stone,The ancient monument was constructed from massive ___ blocks arranged in a circular pattern.,stone,"{wooden,clay,porcelain}"
4284,37748,straw,She sipped her milkshake through a bendy ___ instead of drinking from the glass.,straw,"{pipe,hose,stick}"
4285,37750,strawberry,"For the dessert, she dipped each heart-shaped red berry into melted chocolate.",strawberry,"{cherry,raspberry,cranberry}"
4288,37769,strength,"The weightlifter's greatest asset was his raw ___, allowing him to lift over 500 pounds.",strength,"{speed,agility,endurance}"
4294,37805,strike,Union members voted to ___ after negotiations with the company failed to produce a fair contract.,strike,"{resign,negotiate,celebrate}"
4296,37811,string,He carefully tied a ___ around the package to keep it securely closed.,string,"{tape,chain,band}"
4306,37872,studio,The news program is broadcast live from a television ___ in New York City.,studio,"{office,theater,auditorium}"
4307,37876,study,Scientists conducted a long-term ___ on the effects of sleep deprivation on cognitive performance.,study,"{talk,conference,lecture}"
4312,37902,stupid,He felt ___ for believing the obviously fake email and giving away his password.,stupid,"{clever,confused,surprised}"
4313,37914,style,Her fashion sense reflects a unique ___ that blends vintage elegance with modern edge.,style,"{color,fabric,garment}"
4314,37999,subject,The main ___ of the documentary was the environmental impact of plastic waste.,subject,"{character,point,title}"
4337,34665,such,The storm caused ___ damage that the town declared a state of emergency.,such,"{severe,widespread,minimal}"
4338,38181,suck,"When the child drinks through a straw, they ___ the liquid up by creating a vacuum.",suck,"{push,blow,spill}"
4342,38197,suffer,Many people ___ from anxiety during times of economic uncertainty.,suffer,"{benefit,recover,hide}"
4343,38201,suffering,The relief workers provided food and medical aid to people in ___ after the earthquake.,suffering,"{shelter,safety,comfort}"
4346,38215,sugar,"To make her coffee less bitter, she added a spoonful of ___ and stirred it until it dissolved.",sugar,"{salt,flour,pepper}"
4347,38218,suggest,I ___ that we leave early to avoid traffic on the highway.,suggest,"{demand,guarantee,know}"
4350,38229,suit,He wore a dark blue ___ to the formal event.,suit,"{robe,sweater,uniform}"
4352,38234,suite,"They reserved an executive ___ at the hotel, which included a separate living room and private balcony.",suite,"{room,lobby,hall}"
4370,38452,support,"Friends and family ___ her throughout the difficult time, offering both comfort and advice.",supported,"{abandoned,questioned,ignored}"
4377,38495,sure,Are you ___ this is the right path? The map shows a different route.,sure,"{happy,confused,afraid}"
4385,38528,surprise,"The party was a complete ___, as her husband had no idea it was happening.",surprise,"{success,formality,failure}"
4407,38626,sweater,"Since it wasn't cold enough for a full coat, she just pulled a knitted ___ on over her shirt.",sweater,"{jacket,vest,blouse}"
4411,38663,swimming,"For her ___ lessons, she taught students how to tread water and do the backstroke.",swimming,"{running,cycling,diving}"
4413,38678,switch,"To change the direction of the model train, he flipped a ___ on the control panel.",switch,"{dial,lever,knob}"
4415,38716,symbol,The dove is a universal ___ of peace and hope across many cultures.,symbol,"{sign,token,reminder}"
4422,38821,system,The engineer designed a complex ___ of interconnected gears and levers to operate the machine.,system,"{device,component,tool}"
4424,38842,table,The family gathered around the dining ___ for their evening meal.,table,"{sofa,desk,counter}"
4431,38914,take,He decided to ___ a photography class to improve his skills.,take,"{lead,give,pass}"
4435,38934,talk,The toddler is just learning to ___ and can only say a few words.,talk,"{think,listen,walk}"
4439,39003,tape,She used a piece of ___ to stick the poster to the wall.,tape,"{glue,string,wire}"
4441,39037,task,His first ___ of the day was to sort through a week's worth of mail.,task,"{choice,hobby,reward}"
4443,39073,tax,The government imposed a new ___ on sugary drinks to discourage unhealthy consumption.,tax,"{fee,fine,price}"
4444,39079,taxi,"Since it was raining, we decided to take a ___ instead of walking.",taxi,"{shortcut,stroll,detour}"
4448,39098,teacher,The students gave their ___ a farewell card at the end of the school year.,teacher,"{classmate,librarian,janitor}"
4455,39147,technology,The rapid advancement of ___ has changed how people communicate and access information.,technology,"{industry,science,media}"
4459,27676,telephone,"In the old movie, the detective picked up the receiver of the ringing ___ to answer the call.",telephone,"{intercom,switchboard,telegraph}"
4461,39248,tell,Please ___ me the truth about what happened during the argument.,tell,"{show,give,read}"
4468,39292,ten,"Humans typically have five fingers on each hand, for a total of ___ on both.",ten,"{eight,twelve,fifteen}"
4470,39300,tends,"She always ___ to arrive early for meetings, preferring to be prepared.",tends,"{refuses,fails,pretends}"
4475,39338,tent,"After hiking for hours, they finally set up their ___ beside the lake before sunset.",tent,"{campsite,hammock,campfire}"
4490,39432,test,The final ___ consisted of fifty multiple-choice questions and a short essay.,test,"{lesson,lecture,assignment}"
4500,39506,that,Is ___ the book you were looking for on the shelf over there?,that,"{this,it,any}"
4505,39523,their,The team members celebrated ___ victory with a dinner party.,their,"{his,its,our}"
4508,39532,theme,"The ___ of the party was 'vintage Hollywood,' so everyone dressed in glamorous 1940s-style attire.",theme,"{occasion,mood,setting}"
4522,39609,thick,He wore a ___ wool sweater to protect himself from the biting winter wind.,thick,"{thin,new,clean}"
4525,39622,thing,What is that strange ___ on the table? I've never seen it before.,thing,"{idea,concept,memory}"
4526,39624,think,I can't ___ of a better place to celebrate your birthday than the beach.,think,"{dream,speak,know}"
4527,39675,thought,"She paused for a moment, deep in ___ before finally answering the difficult question.",thought,"{doubt,memory,prayer}"
4528,39641,third,"After winning the race two years in a row, she claimed ___ place this year due to a minor injury.",third,"{final,another,every}"
4531,39650,thirty,An adult who is ten years younger than forty is ___ years old.,thirty,"{fifty,twenty,fifteen}"
4532,39651,this,"Holding the book in my hands, I said, '___ is the best novel I have ever read.'",This,"{That,It,There}"
4536,39675,thought,"I ___ the meeting was scheduled for 3 PM, but it turns out it was moved to 4 PM.",thought,"{hoped,knew,announced}"
4538,39682,thousand,There are a ___ years in one millennium.,thousand,"{hundred,million,billion}"
4548,39755,throughout,"The celebration continued ___ the entire city, with music and dancing in every neighborhood.",throughout,"{among,despite,toward}"
4552,39816,ticket,"To enter the concert, each person had to show a valid ___ at the gate.",ticket,"{invitation,receipt,schedule}"
4561,39864,time,"Do you have ___ to help me with this project, or are you too busy?",time,"{energy,skill,reason}"
4564,39899,tin,"For the chemistry experiment, we needed a soft, silvery-white metal with the symbol Sn, which is commonly known as ___.",tin,"{lead,zinc,iron}"
4575,40022,tolerate,"I can ___ a little noise, but loud construction work during dinner is too much.",tolerate,"{create,reduce,appreciate}"
4577,40032,tomato,"For the sauce, she crushed a ripe, red ___ that was juicy and slightly sweet.",tomato,"{beet,radish,pepper}"
4578,39971,tomorrow,The meeting is not today; the director has rescheduled it for ___ morning.,tomorrow,"{yesterday,last,previous}"
4581,40054,tongue,The doctor asked the patient to stick out his ___ and say 'ah' to check his throat.,tongue,"{lip,chin,cheek}"
4585,40078,tooth,"After the accident, he lost several of his front ___ and needed dental surgery.",teeth,"{bones,roots,gums}"
4590,40157,total,"After a final recount, the ___ number of attendees was confirmed to be over twelve hundred.",total,"{initial,estimated,minimum}"
4593,40178,tough,"Climbing that mountain was the ___ hike I've ever attempted, taking more than 10 hours.",toughest,"{easiest,highest,quickest}"
4599,40202,towel,"After swimming, I grabbed my ___ and dried off on the sunny beach.",towel,"{blanket,shirt,sandals}"
4601,40206,town,"We left the metropolis for a small, self-contained ___ in the countryside with its own mayor and main street.",town,"{suburb,highway,forest}"
4605,40253,track,The athletes took their positions on the ___ for the final lap of the 1500-meter race.,track,"{bridge,tunnel,field}"
4606,40267,trade,Skilled workers in carpentry and plumbing are in high demand in the construction ___.,trade,"{profession,project,department}"
4617,40303,trainer,She hired a professional fitness ___ to help her improve strength and endurance for the marathon.,trainer,"{athlete,doctor,therapist}"
4618,40305,training,The new employees underwent extensive ___ before they were allowed to operate the machinery.,training,"{meetings,interviews,discussions}"
4623,40379,transform,"With a new coat of paint and modern furniture, we were able to completely ___ the old warehouse into a stylish loft.",transform,"{relocate,adjust,arrange}"
4628,40415,translation,"Since the text was in a lost language, the ___ of the ancient manuscript was required to reveal its secrets.",translation,"{discovery,preservation,illustration}"
4657,40665,trip,"Their dream ___ to Japan included visits to ancient temples, bustling cities, and hot springs.",trip,"{meeting,job,routine}"
4659,40714,troop,The military ___ was deployed to the border region to support peacekeeping efforts.,troop,"{historian,commentator,mission}"
4662,40734,trouble,He got into serious ___ with the school authorities after being caught cheating on the exam.,trouble,"{danger,mischief,disagreement}"
4680,40943,twelve,"A year is composed of ___ months, starting with January and ending with December.",twelve,"{ten,fourteen,twenty}"
4681,40945,twenty,He paid for the coffee with a single ___ dollar bill and received some change.,twenty,"{five,ten,fifty}"
4682,40948,twice,She had to read the confusing email ___ to make sure she understood it correctly.,twice,"{once,often,rarely}"
4683,40956,twin,Her ___ sister is often mistaken for her because they look so much alike.,twin,"{older,younger,other}"
4685,40971,two,"It takes ___ to tango, an idiom meaning that both people in a dispute are responsible.",two,"{one,three,many}"
4686,40979,type,He learned how to ___ quickly on the keyboard by playing online games.,type,"{read,click,draw}"
4698,41239,uncle,"Every year, I get a birthday card from my aunt and ___ who live in Canada.",uncle,"{father,grandfather,brother}"
4701,41331,under,He found his missing keys hiding ___ a pile of newspapers on the desk.,under,"{over,beside,above}"
4704,41377,underground,Many cities have a complex ___ network of pipes and cables for utilities like water and electricity.,underground,"{elevated,coastal,international}"
4721,23245,uniform,All students at the school are required to wear a standard ___ during class hours.,uniform,"{wardrobe,costume,accessory}"
4724,41754,unique,"The artist was known for her ___ style, which blended traditional techniques with modern technology.",unique,"{common,similar,average}"
4725,41761,unit,Each apartment in the building is a self-contained ___ with its own kitchen and bathroom.,unit,"{piece,section,area}"
4729,41772,universal,"The new policy received ___ approval, with every single member of the committee voting in its favor.",universal,"{regional,temporary,exclusive}"
4732,41788,unknown,The long-term side effects of the new medication are still largely ___ to scientists.,unknown,"{obvious,documented,predictable}"
4734,41803,unlike,"___ most mammals, bats are capable of sustained flight.",Unlike,"{Similar to,Including,Regarding}"
4740,42145,unusual,It is quite ___ for this species of bird to be seen so far north during the winter.,unusual,"{common,ordinary,familiar}"
4749,42238,upstairs,"From the ground floor, he shouted ___ to his wife, whose office was on the second level.",upstairs,"{downstairs,outside,away}"
4752,42284,urge,"She couldn't resist the sudden ___ to check her phone, even though she was in the middle of a meeting.",urge,"{permission,instruction,memory}"
4756,42322,used,"This car is ___ but still in excellent condition, making it a great value for the price.",used,"{brand new,customized,leased}"
4759,42327,user,Every ___ of the online platform must agree to the terms of service before creating an account.,user,"{critic,designer,manager}"
4767,42406,vague,His instructions were so ___ that no one was sure what step to take next.,vague,"{complex,formal,detailed}"
4772,42447,value,"Before selling the antique painting, he hired an expert to determine its market ___.",value,"{origin,condition,style}"
4777,42505,variety,The grocery store is known for the wide ___ of fruits and vegetables from all over the world.,variety,"{quality,price,freshness}"
4780,42542,vast,"The Sahara Desert stretches across a ___ area of North Africa, making it one of the largest deserts in the world.",vast,"{remote,arid,flat}"
4782,42576,vehicle,The fire department used a specialized ___ to rescue people trapped on the upper floor of the burning building.,vehicle,"{foam,uniform,protocol}"
4790,42690,version,An English-language ___ of the book is planned for next year.,version,"{summary,sequel,review}"
4792,42696,vertical,The climber scaled the ___ rock face using only her hands and specialized grips.,vertical,"{jagged,horizontal,smooth}"
4793,42706,very,"The sunset over the ocean was ___ beautiful, with vibrant colors filling the sky.",very,"{often,soon,almost}"
4797,42738,via,He received the official notification ___ email this morning.,via,"{from,after,inside}"
4805,42805,view,"From the mountain summit, hikers were rewarded with a breathtaking ___ of the valley below.",view,"{path,height,distance}"
4812,42860,violence,The film was given a restrictive rating because of its graphic scenes of ___.,violence,"{conflict,drama,tension}"
4817,42903,virus,He installed special software to protect his computer from any ___ that might be hidden in email attachments.,virus,"{error,command,glitch}"
4818,42904,visa,"Although her passport was valid, she couldn't enter the country because she had forgotten to apply for a tourist ___.",visa,"{ticket,invoice,receipt}"
4823,42931,visual,The film's stunning ___ effects made the fantasy world feel real and immersive.,visual,"{auditory,practical,verbal}"
4839,43132,wake,You need to ___ up early tomorrow to catch the 6 AM flight.,wake,"{sleep,dress,eat}"
4866,43346,wealthy,Only a truly ___ individual could afford to buy an entire island and build a private resort on it.,wealthy,"{generous,famous,successful}"
4875,43401,week,"Her vacation lasted for two ___, a total of fourteen days away from the office.",weeks,"{days,months,years}"
4877,43408,weekly,The team holds a ___ meeting every Monday morning to plan for the upcoming five workdays.,weekly,"{monthly,annual,daily}"
4885,43460,western,"The film festival featured a special screening of classic ___ movies, complete with cowboys, saloons, and dramatic shootouts.",western,"{romantic,adventure,historical}"
4898,43518,whether,She couldn't decide ___ to accept the job offer or continue searching for another position.,whether,"{why,how,what}"
4900,43524,while,"___ I understand your point of view, I still disagree with your conclusion.",While,"{Because,Since,Unless}"
4906,43579,who,The scientist ___ discovered the vaccine was honored with a national award.,who,"{which,what,whom}"
4908,43584,whole,"She ate the ___ cake by herself, not leaving a single crumb for anyone else.",whole,"{single,generous,remaining}"
4918,43622,widow,"After her husband's unexpected death, the young ___ faced the challenge of raising her children alone.",widow,"{divorcee,spinster,matriarch}"
4920,43629,wife,"The couple celebrated their 25th anniversary, with the husband praising his ___ for her unwavering support.",wife,"{sister,daughter,mother}"
4922,43646,wildlife,"The national park is home to a diverse range of ___ including bears, eagles, and rare amphibians.",wildlife,"{livestock,vegetation,minerals}"
4925,43663,willingness,Her ___ to take on extra responsibilities earned her a promotion within the company.,willingness,"{reluctance,inability,reputation}"
4927,43677,wind,The strong ___ knocked over the garden chairs and sent leaves flying across the yard.,wind,"{rain,hail,sunlight}"
4936,43749,wisdom,The elder's ___ was evident in his thoughtful advice about resolving the village dispute.,wisdom,"{age,authority,curiosity}"
4941,43764,withdraw,"If the bank suspects fraud, they may ___ your access to your account until the issue is resolved.",withdraw,"{extend,increase,guarantee}"
4946,43810,woman,"The suffragette movement fought for the right of every ___ to vote in elections, regardless of social standing.",woman,"{citizen,adult,person}"
4953,43873,work,She managed to complete the entire project in a single day of hard ___.,work,"{thought,rest,delay}"
4961,43917,worldwide,The artist's popularity became ___ after her song topped charts in over fifty countries.,worldwide,"{unexpected,local,temporary}"
4962,43918,worm,"The early bird pulled a wriggling ___ from the soft, damp earth for its breakfast.",worm,"{caterpillar,centipede,snail}"
4969,43939,worth,"The antique vase was appraised at over $10,000, making it truly ___ a fortune.",worth,"{like,near,unlike}"
4982,44070,yard,"The children spent the afternoon playing tag on the large, grassy ___ behind their house.",yard,"{patio,driveway,street}"
4988,44110,yesterday,"I can't meet today because I'm busy, but I saw her ___ at the weekly market.",yesterday,"{tomorrow,soon,later}"
4989,44112,yet,"She is ___ to submit her application, but the deadline is in two hours.",yet,"{about,ready,going}"
4996,44145,yourself,You should be proud of ___; you handled that difficult situation with grace.,yourself,"{myself,himself,themselves}"
4998,44192,zero,"Despite extensive searching, the scientists found ___ evidence of microbial life, concluding the sample was sterile.",zero,"{minimal,ample,conclusive}"
4999,44220,zone,Drivers must slow down when entering a school ___ to ensure the safety of children.,zone,"{building,street,gate}"
5005,96,about,"He was worried ___ the final exam, so he studied every night for a week.",about,"{for,with,from}"
5018,192,academy,"She was accepted into a prestigious ___ of arts and sciences, known for its rigorous curriculum.",academy,"{collection,gallery,program}"
5024,224,access,Only authorized personnel have the password to ___ the confidential files.,access,"{view,copy,share}"
5025,227,accessible,The website was updated to be more ___ to users with visual impairments by adding screen reader compatibility.,accessible,"{appealing,functional,modern}"
5026,233,accident,He broke his arm in a skiing ___ and had to miss the rest of the season.,accident,"{maneuver,technique,decision}"
5029,253,accommodation,"When booking our trip, we looked for a hotel that offered pet-friendly ___.",accommodation,"{transportation,entertainment,reservations}"
5034,276,account,"He gave a detailed ___ of the incident to the police, including the time and the suspect’s appearance.",account,"{story,opinion,rumor}"
5037,280,accountant,"To prepare her annual tax return, she hired an ___ to help calculate her income and deductions.",accountant,"{investor,manager,lawyer}"
5053,403,acre,The family's rural property spanned over ten ___ of forest and farmland.,acres,"{sections,parcels,ranges}"
5101,709,advise,The doctor will ___ you on the best treatment options based on your test results.,advise,"{persuade,explain,instruct}"
5103,717,advocate,She continues to ___ for better mental health services in underserved communities.,advocate,"{ignore,criticize,finance}"
5105,790,affair,"The politician's controversial statement turned into a major public ___, dominating the news cycle for weeks.",affair,"{debate,scandal,problem}"
5115,871,again,"The first attempt to launch the rocket failed, but the team was determined to try ___ the next day.",again,"{later,soon,next}"
5117,878,age,"The antique vase was valued not for its beauty, but for its great ___.",age,"{size,weight,origin}"
5122,907,aggression,"The dog's bared teeth and low growl were clear signs of ___, warning us to back away slowly.",aggression,"{anxiety,excitement,curiosity}"
5124,930,ago,She moved to this city three years ___ and has lived here ever since.,ago,"{past,back,prior}"
5134,1007,aircraft,The experimental ___ successfully completed its test flight at the aerospace research facility.,aircraft,"{submarine,satellite,automobile}"
5147,1158,alive,"After the earthquake, rescuers were relieved to find several survivors still ___ beneath the rubble.",alive,"{calm,asleep,quiet}"
5148,1169,all,"She gave ___ her attention to the task, ignoring every distraction around her.",all,"{some,much,little}"
5155,1225,allow,School rules do not ___ students to use mobile phones during class.,allow,"{encourage,force,remind}"
5161,1250,alongside,"The support boat traveled ___ the swimmer, ready to offer assistance if needed.",alongside,"{behind,over,through}"
5162,1266,already,"By the time we arrived, the movie had ___ started, and the theater was completely dark.",already,"{just,finally,hardly}"
5167,1296,altogether,"After the third failed attempt, they abandoned the project ___.",altogether,"{temporarily,partially,reluctantly}"
5168,1305,aluminium,"The beverage can was made of lightweight, recyclable ___.",aluminium,"{steel,glass,plastic}"
5180,1442,among,There was a sense of unease ___ the team members after hearing the unexpected news.,among,"{between,against,outside}"
5181,1455,amount,She was surprised by the ___ of work required to complete the project on time.,amount,"{number,piece,quality}"
5193,1665,angle,The photographer adjusted the camera to a different ___ to capture a more dramatic shot of the building.,angle,"{height,distance,focus}"
5196,1689,animal,"The zookeeper gave a special treat to the lion, her favorite ___ in the entire park.",animal,"{visitor,exhibit,caretaker}"
5207,1773,another,She finished her coffee and decided to order ___ one before leaving.,another,"{the other,every,that}"
5208,1780,answer,He raised his hand to provide the correct ___ during the quiz show.,answer,"{question,comment,opinion}"
5212,2017,any,You can choose ___ flavor of ice cream you like; they are all delicious.,any,"{each,one,some}"
5213,2018,anybody,The manager said she was too busy to see ___ without an appointment.,anybody,"{somebody,everyone,nobody}"
5215,2021,anyone,She was so upset she refused to speak to ___ for the rest of the day.,anyone,"{everyone,her friend,the manager}"
5220,2036,apartment,"They moved into a new high-rise building, renting a two-bedroom ___ on the tenth floor.",apartment,"{house,office,level}"
5227,2116,appeal,The charity's campaign to help homeless children was designed to ___ to people's compassion and generosity.,appeal,"{offend,confuse,bore}"
5231,2140,appetite,"Feeling sick, he had completely lost his ___ and couldn't even think about food.",appetite,"{preference,energy,patience}"
5232,2144,applaud,The audience rose to their feet to ___ the performer after the breathtaking finale.,applaud,"{question,interrupt,ignore}"
