id,headword_id,word,sentence,answer,distractors
812,7521,colour,The artist carefully selected each ___ to evoke a sense of calm and harmony in the painting.,colour,"{shape,line,texture}"
813,7523,coloured,The classroom walls were decorated with ___ pencils arranged in rainbow order.,coloured,"{sharpened,broken,unused}"
814,7525,colourful,"The festival was a ___ display of costumes, music, and dance from cultures around the world.",colourful,"{dull,ordinary,simple}"
815,7541,column,"In the newspaper layout, the article was divided into three narrow ___ running down the page.",columns,"{headings,images,paragraphs}"
816,7542,columnist,The well-known ___ published a controversial opinion piece on climate policy this morning.,columnist,"{editor,photographer,reporter}"
817,7547,combat,The military deployed additional troops to ___ the spread of the rebel uprising.,combat,"{support,encourage,ignore}"
818,7551,combination,"The chef created a unique ___ of flavors that included mango, chili, and lime.",combination,"{selection,sequence,mixture}"
819,7553,combine,"To make the sauce thicker, ___ the broth with a small amount of cornstarch.",combine,"{boil,discard,freeze}"
821,7567,comedy,"The audience burst into laughter during the ___ show, which featured satirical sketches of politicians.",comedy,"{drama,documentary,tragedy}"
822,7574,comfort,The small child sought ___ from her mother after waking up from a nightmare.,comfort,"{attention,praise,advice}"
824,7582,comic,"The audience laughed throughout the ___ performance, which was filled with clever jokes and exaggerated gestures.",comic,"{tragic,serious,dramatic}"
825,7589,command,The officer issued a strict ___ that all soldiers return to base immediately.,command,"{suggestion,request,invitation}"
826,7592,commander,"As the ship''s ___ , she was responsible for the safety of the crew and the success of the mission.",commander,"{navigator,engineer,passenger}"
827,7602,commence,"The ceremony will ___ promptly at noon, so please be seated by 11:50.",commence,"{conclude,pause,delay}"
828,7612,comment,He made a sarcastic ___ about the weather just as the rain began pouring down.,comment,"{gesture,silence,prediction}"
829,7613,commentary,The documentary included a thoughtful ___ on the impact of climate change over the past century.,commentary,"{advertisement,summary,subtitle}"
830,7615,commentator,The sports ___ provided expert analysis throughout the live broadcast of the championship game.,commentator,"{player,referee,trainer}"
831,7616,commerce,"The city''s economy thrives on international ___ , with goods arriving and departing daily by ship and rail.",commerce,"{agriculture,navigation,entertainment}"
832,7617,commercial,"During the break, a flashy ___ promoting a new smartphone aired three times in a row.",commercial,"{documentary,interview,tutorial}"
833,7633,commission,The artist received a ___ to paint a large mural for the entrance of the city hall.,commission,"{donation,resignation,application}"
834,7635,commissioner,The city appointed a new ___ to oversee the investigation into police conduct.,commissioner,"{secretary,officer,advisor}"
835,7638,commit,He decided to ___ to regular exercise after his doctor warned him about health risks.,commit,"{object,respond,agree}"
836,7639,commitment,Marriage requires a strong emotional ___ and willingness to support each other through challenges.,commitment,"{interest,habit,preference}"
838,7645,commodity,Oil is a valuable global ___ that influences economies and geopolitical relations.,commodity,"{resource,product,currency}"
839,7646,common,It's ___ for students to feel nervous before taking final exams.,common,"{rare,strange,unusual}"
840,7649,commonly,This species is ___ found in tropical rainforests across Southeast Asia.,commonly,"{rarely,occasionally,temporarily}"
841,7665,communicate,Effective leaders know how to ___ their vision clearly to inspire their teams.,communicate,"{display,suggest,imagine}"
842,7667,communication,Clear ___ between departments is essential for the smooth operation of any large company.,communication,"{competition,technology,structure}"
844,7677,community,"The local ___, including schools, businesses, and residents, came together to organize the annual neighborhood festival.",community,"{population,society,organization}"
845,7694,companion,She chose her loyal dog as her constant ___ on long hiking adventures.,companion,"{observer,visitor,stranger}"
847,7700,comparable,"The performance of the new smartphone is ___ to that of the leading brand, with similar speed and features.",comparable,"{inferior,unrelated,distinct}"
848,7702,comparative,"In their ___ analysis, researchers examined economic growth patterns across five developed nations.",comparative,"{isolated,individual,single}"
850,7707,comparison,The ___ between the original novel and its film adaptation revealed significant differences in plot development.,comparison,"{connection,summary,adaptation}"
851,7713,compassion,"The nurse treated every patient with kindness and genuine ___, going beyond her professional duties.",compassion,"{curiosity,efficiency,ambition}"
852,7719,compel,The overwhelming evidence from the investigation began to ___ the committee to take immediate action.,compel,"{encourage,invite,suggest}"
853,7724,compelling,"The documentary presented a ___ argument about climate change, supported by powerful visuals and expert testimony.",compelling,"{confusing,weak,general}"
854,7728,compensate,The company agreed to ___ employees for the extra hours they worked during the project deadline.,compensate,"{acknowledge,congratulate,promote}"
855,7730,compensation,"After the flight was canceled, passengers were offered financial ___ as a gesture of goodwill.",compensation,"{reimbursement,invitation,apology}"
856,7734,compete,Athletes from over 100 countries will ___ in the upcoming Olympic Games.,compete,"{cooperate,observe,volunteer}"
857,7735,competence,The board reviewed the manager's leadership ___ before approving the promotion.,competence,"{popularity,style,background}"
858,7737,competent,"She proved to be a ___ engineer, solving complex problems with ease.",competent,"{creative,friendly,ambitious}"
860,7742,competitive,"With a ___ job market, candidates need strong resumes and networking skills to succeed.",competitive,"{flexible,stable,inactive}"
861,7745,competitor,Our main ___ launched a similar product just weeks before our release date.,competitor,"{collaborator,supplier,client}"
862,7748,compile,Researchers spent months gathering data and then began to ___ the results into a comprehensive report.,compile,"{summarize,analyze,discard}"
863,7753,complain,Customers began to ___ about the delayed shipments and poor customer service.,complain,"{inquire,suggest,hesitate}"
864,7756,complaint,"The customer submitted a formal ___ about the defective product, requesting a refund or replacement.",complaint,"{compliment,suggestion,approval}"
865,7760,complement,"The wine was a perfect ___ to the rich, savory flavors of the meal.",complement,"{component,substitute,condiment}"
866,7764,complete,She worked late to ___ the project before the team's morning meeting.,complete,"{begin,pause,reduce}"
867,7766,completely,"After the thunderstorm passed, the sky was ___ clear, with no clouds in sight.",completely,"{partially,gradually,occasionally}"
868,7768,completion,"The ___ of the new highway is expected next summer, after two years of construction.",completion,"{initiation,delay,proposal}"
870,7772,complexity,The growing ___ of modern computer systems makes it harder to ensure their security.,complexity,"{efficiency,flexibility,simplicity}"
871,7773,compliance,All employees must ensure ___ with safety regulations to avoid workplace accidents.,compliance,"{resistance,awareness,discussion}"
872,7778,complicated,The doctor explained that the surgery was too ___ for their current facility and required specialized expertise.,complicated,"{routine,minor,brief}"
873,7780,complication,"The patient developed an unexpected postoperative ___, requiring additional treatment.",complication,"{improvement,diagnosis,procedure}"
874,7787,comply,All employees are required to ___ with the new safety regulations immediately.,comply,"{argue,experiment,gamble}"
876,7793,compose,The committee was asked to ___ a detailed report on environmental impacts.,compose,"{review,approve,deliver}"
877,7795,composer,"Beethoven, a legendary ___, created some of the most influential works in classical music.",composer,"{conductor,musician,performer}"
879,7806,compound,Water is a chemical ___ made up of hydrogen and oxygen.,compound,"{mixture,solution,element}"
880,7811,comprehensive,The final exam covered a ___ range of topics from the entire semester's coursework.,comprehensive,"{limited,basic,brief}"
881,7820,comprise,"The United States ___ fifty states, including Alaska and Hawaii.",comprises,"{contains,forms,builds}"
883,7829,compulsory,Attendance at the orientation session is ___ for all new students.,compulsory,"{optional,recommended,occasional}"
884,7836,compute,The scientists needed to ___ the trajectory of the spacecraft before launching the satellite.,compute,"{estimate,predict,approximate}"
886,7854,conceal,"He tried to ___ his disappointment with a smile, but his trembling voice gave him away.",conceal,"{express,reveal,acknowledge}"
887,7857,concede,"After seeing the overwhelming evidence, she finally had to ___ that her initial theory was incorrect.",concede,"{declare,deny,insist}"
888,7865,conceive,"It''s difficult to ___ a world without the internet, given how integrated it is in daily life.",conceive,"{remember,describe,imagine}"
889,7867,concentrate,He finds it hard to ___ in noisy environments and prefers working in complete silence.,concentrate,"{respond,relax,perform}"
890,7869,concentration,The athlete's intense ___ during the final seconds of the game allowed her to make the winning shot.,concentration,"{effort,energy,enthusiasm}"
891,7872,concept,The idea of artificial intelligence was once considered a futuristic ___ limited to science fiction.,concept,"{device,system,machine}"
892,7873,conception,"The ___ of the universe, according to the Big Bang theory, marks the beginning of space and time.",conception,"{expansion,evolution,development}"
893,7879,concern,There is growing public ___ about the environmental impact of single-use plastics.,concern,"{interest,curiosity,excitement}"
894,7880,concerned,Many parents are ___ about the amount of screen time their children have each day.,concerned,"{indifferent,amused,confused}"
895,7881,concerning,There were several ___ rumors circulating about the company's financial stability.,concerning,"{encouraging,irrelevant,harmless}"
896,7882,concert,She bought tickets to the outdoor ___ that features a popular rock band this weekend.,concert,"{conference,exhibition,ceremony}"
897,7888,concession,"The labor union won a significant ___ after negotiations, including higher wages and better benefits.",concession,"{contribution,restriction,penalty}"
898,7905,conclude,"After reviewing all the evidence, the jury will ___ deliberations and deliver a verdict tomorrow.",conclude,"{begin,delay,extend}"
899,7907,conclusion,The scientist presented her final ___ based on three years of experimental research.,conclusion,"{assumption,hypothesis,premise}"
900,7920,concrete,The foundation of the building is made of reinforced ___ to ensure long-term stability.,concrete,"{plaster,wood,asphalt}"
901,7933,condemn,World leaders quickly moved to ___ the violent attack as a violation of international law.,condemn,"{tolerate,endorse,ignore}"
904,7995,confer,The university will ___ an honorary degree upon the renowned scientist during the commencement ceremony.,confer,"{decline,reclaim,postpone}"
906,8001,confess,He hesitated for days before finally deciding to ___ that he had taken the money.,confess,"{denounce,announce,suggest}"
907,8004,confession,"In his emotional ___ during the trial, he admitted to the crime and expressed deep remorse.",confession,"{statement,allegation,declaration}"
908,8011,confidence,Years of training and experience gave her the ___ to speak in front of thousands without hesitation.,confidence,"{attention,reputation,popularity}"
909,8012,confident,She felt ___ that she would pass the exam after thoroughly reviewing all the material.,confident,"{curious,nervous,uncertain}"
910,8018,configuration,The software allows users to customize the system ___ based on their specific needs.,configuration,"{origin,structure,connection}"
911,8020,confine,"Due to illness, the doctor advised him to ___ himself to bed for at least two days.",confine,"{relax,permit,limit}"
913,8027,confirmation,"We received the flight ___ email just minutes after booking, which included all the itinerary details.",confirmation,"{application,invitation,request}"
914,8036,conflict,The two nations have been engaged in a long-standing ___ over the rights to the disputed territory.,conflict,"{agreement,alliance,cooperation}"
915,8058,confront,She decided it was time to ___ her coworker about the constant interruptions during meetings.,confront,"{avoid,compliment,support}"
916,8059,confrontation,The heated ___ between the manager and the employee led to an immediate HR intervention.,confrontation,"{discussion,celebration,negotiation}"
917,8065,confuse,"The complex instructions tend to ___ new users, making the software difficult to adopt.",confuse,"{simplify,clarify,assist}"
918,8066,confused,"After hearing the contradictory explanations, the student looked ___ and raised her hand for clarification.",confused,"{relieved,confident,amused}"
919,8068,confusing,The map provided at the trailhead was so ___ that we ended up going in the wrong direction.,confusing,"{helpful,detailed,straightforward}"
920,8070,confusion,There was a moment of ___ when both speakers tried to present their reports at the same time.,confusion,"{clarity,agreement,coordination}"
921,8088,congratulate,We gathered after the ceremony to ___ her on winning the science fair.,congratulate,"{comfort,encourage,advise}"
923,8093,congregation,The ___ stood together to sing the final hymn before the service concluded.,congregation,"{committee,audience,staff}"
925,8135,connect,Regular team-building activities help employees ___ with one another on a personal level.,connect,"{compete,separate,ignore}"
926,8136,connected,Many scientists believe that sleep quality is deeply ___ to mental health and cognitive function.,connected,"{restricted,limited,isolated}"
902,7951,condition,The old book was in poor ___ and required extensive restoration before being displayed.,condition,"{location,chapter,cover}"
927,8141,connection,"She felt an immediate emotional ___ with her host family, as if she had known them for years.",connection,"{distance,conflict,routine}"
928,8158,conquer,The general aimed to ___ the neighboring kingdom before the end of the summer campaign.,conquer,"{negotiate,surrender,avoid}"
929,8167,conscience,"Even though no one saw him take the money, his ___ troubled him until he returned it.",conscience,"{instinct,emotion,ambition}"
930,8172,conscious,"After the accident, she remained ___ but was unable to move or speak for several minutes.",conscious,"{responsive,asleep,frozen}"
931,8174,consciousness,The patient lost ___ during the seizure but regained it after a few minutes.,consciousness,"{memory,balance,strength}"
932,8180,consecutive,"The team has now won five ___ games, improving their playoff chances significantly.",consecutive,"{similar,occasional,random}"
934,8185,consent,The patient was asked to sign a form indicating their ___ before the experimental treatment could begin.,consent,"{reluctance,objection,approval}"
936,8192,consequently,"He missed the train due to traffic; ___, he arrived at the meeting two hours late.",consequently,"{however,additionally,furthermore}"
937,8194,conservation,The national park was established to promote the ___ of endangered species and their habitats.,conservation,"{development,exploitation,destruction}"
938,8197,conservative,"Her political views are quite ___, favoring traditional values and limited government spending.",conservative,"{radical,liberal,modern}"
939,8202,conserve,"To reduce utility bills, the family decided to ___ water by installing low-flow showerheads and fixing leaks.",conserve,"{waste,consume,increase}"
940,8203,consider,"Before making a final decision, the committee will ___ all the proposals submitted by staff members.",consider,"{dismiss,ignore,reject}"
941,8204,considerable,"The project required a ___ amount of time and effort, but the results were worth it.",considerable,"{minimal,insignificant,small}"
942,8205,considerably,"After the new highway was built, travel time between the two cities was reduced ___.",considerably,"{slightly,marginally,hardly}"
943,8208,consideration,The judge made an exception in light of the ___ given to the defendant's difficult personal circumstances.,consideration,"{criticism,judgment,disregard}"
945,8218,consistency,"The chef prides himself on the ___ of his sauces, ensuring every batch tastes exactly the same.",consistency,"{flavor,texture,appearance}"
946,8219,consistent,"Her test results were ___ with the diagnosis, showing the same pattern as previous screenings.",consistent,"{opposite,unrelated,contradictory}"
947,8220,consistently,"The athlete has performed ___ throughout the season, finishing in the top three in every race.",consistently,"{occasionally,randomly,briefly}"
948,8227,consolidate,The company plans to ___ its operations into a single headquarters to improve efficiency.,consolidate,"{expand,separate,delay}"
949,8239,conspiracy,The film portrays a chilling ___ among government officials to hide evidence of extraterrestrial life.,conspiracy,"{agreement,accident,announcement}"
950,8247,constant,The patient complained of a ___ headache that hadn't subsided for over 48 hours.,constant,"{occasional,mild,temporary}"
951,8249,constantly,"He was ___ checking his phone, unable to focus on the conversation around him.",constantly,"{rarely,accidentally,eventually}"
952,8255,constituency,The politician made several promises to please her ___ before the re-election campaign.,constituency,"{committee,family,staff}"
953,8257,constitute,These five chapters ___ more than half of the book's total content.,constitute,"{describe,introduce,summarize}"
954,8260,constitution,The country's ___ establishes the structure of government and outlines fundamental rights.,constitution,"{economy,bureaucracy,legislation}"
955,8261,constitutional,The Supreme Court ruled that the law was ___ because it violated freedom of speech.,unconstitutional,"{temporary,reasonable,optional}"
956,8268,constraint,Budget ___ forced the team to postpone the launch of the new product.,constraints,"{opportunities,advantages,resources}"
957,8276,construct,Scientists use models to ___ theories about climate change based on available data.,construct,"{destroy,refine,observe}"
958,8277,construction,The ___ of the new bridge is expected to take three years and create hundreds of jobs.,construction,"{operation,proposal,design}"
959,8287,consult,"Before making a final decision, she decided to ___ with her attorney and financial advisor.",consult,"{argue,agree,correspond}"
960,8290,consultant,The company hired an external ___ to improve efficiency in their supply chain.,consultant,"{employee,auditor,supervisor}"
961,8291,consultation,Patients are required to have a medical ___ before undergoing elective surgery.,consultation,"{treatment,prescription,procedure}"
962,8295,consume,The average American tends to ___ more sugar than recommended by health guidelines.,consume,"{produce,reduce,regulate}"
963,8297,consumer,Advertisers often target young ___ through social media platforms.,consumers,"{vendors,creators,managers}"
964,8303,consumption,The rising ___ of fossil fuels is contributing significantly to global climate change.,consumption,"{production,reduction,creation}"
965,8305,contact,Please ___ the office manager if you have any questions about the upcoming meeting.,contact,"{avoid,ignore,forget}"
966,8312,contain,The box was sealed carefully to ___ all the important documents safely.,contain,"{release,deliver,display}"
967,8315,container,She stored the leftovers in a reusable glass ___ to keep them fresh.,container,"{drawer,cupboard,rack}"
968,8328,contemplate,He sat by the lake to ___ the meaning of life and his place in the world.,contemplate,"{discuss,ignore,forget}"
969,8332,contemporary,The museum's new exhibit features ___ artists from around the world working in digital media.,contemporary,"{traditional,ancient,classical}"
970,8334,contempt,She showed obvious ___ for the rules by walking past the 'No Entry' sign without hesitation.,contempt,"{respect,curiosity,fear}"
971,8338,contend,The athletes will ___ for the gold medal in a fiercely competitive final race.,contend,"{'"compete against'",'"participate in'",observe}"
972,8339,contender,"With her outstanding performance this season, she has become a serious ___ for the national championship.",contender,"{spectator,organizer,coach}"
973,8341,content,"Despite the luxurious surroundings, he remained ___ with simple pleasures like reading and walking.",content,"{bored,dissatisfied,impatient}"
974,8345,contention,One major ___ in the debate was whether the new policy would actually reduce crime.,contention,"{resolution,agreement,conclusion}"
975,8350,contest,She decided to ___ the election results in court after discovering irregularities in the vote count.,contest,"{endorse,accept,acknowledge}"
976,8354,context,"To fully understand the meaning of the word, you need to examine it within the ___ of the entire passage.",context,"{summary,outline,footnote}"
977,8360,continent,Antarctica is the only ___ that contains no sovereign countries.,continent,"{island,nation,state}"
978,8365,continually,The construction noise next door ___ disrupted her attempts to focus on work.,continually,"{occasionally,briefly,rarely}"
979,8370,continue,"Despite the heavy rain, the hikers decided to ___ their journey up the mountain.",continue,"{abandon,delay,cancel}"
980,8374,continuous,The baby cried for a ___ period of two hours before finally falling asleep.,continuous,"{sporadic,occasional,intermittent}"
981,8385,contract,He signed a legal ___ that outlined his responsibilities as a freelance consultant.,contract,"{letter,summary,proposal}"
982,8393,contractor,The homeowner hired a ___ to renovate the kitchen and install new flooring.,contractor,"{engineer,accountant,therapist}"
983,8396,contradiction,His claim that he never lies is in direct ___ with his history of dishonesty.,contradiction,"{agreement,support,harmony}"
984,8415,contrary,"___ to popular belief, the experiment showed no significant difference between the two groups.",Contrary,"{Similar,Related,Due}"
985,8416,contrast,The artist used light and shadow to create a striking ___ in the painting.,contrast,"{connection,balance,reflection}"
986,8420,contribute,More than fifty scientists ___ to the research paper published in the international journal.,contributed,"{objected,responded,referred}"
987,8422,contribution,Her groundbreaking discovery was a major ___ to the field of genetics.,contribution,"{challenge,procedure,reaction}"
988,8424,contributor,He is recognized as a leading ___ to the development of renewable energy technologies.,contributor,"{observer,analyst,opponent}"
989,8433,control,"The pilot lost ___ of the aircraft during the sudden storm, causing a dangerous descent.",control,"{interest,awareness,direction}"
990,8439,controversial,The politician made a ___ statement about immigration that sparked widespread debate.,controversial,"{confusing,neutral,supportive}"
991,8441,controversy,The new film generated a great deal of ___ due to its portrayal of historical events.,controversy,"{enthusiasm,coverage,entertainment}"
992,8460,convenience,Online banking has become one of the greatest ___ of modern technology.,conveniences,"{challenges,necessities,developments}"
993,8461,convenient,"The hotel is located near the train station, making it ___ for travelers on a tight schedule.",convenient,"{expensive,spacious,popular}"
994,8465,convention,"Every July, thousands of fans gather in Las Vegas for the annual comic book ___, where actors, artists, and writers showcase their work.",convention,"{conflict,ceremony,competition}"
995,8466,conventional,"While many startups embrace remote work, some ___ businesses still require employees to work in an office every day.",conventional,"{innovative,flexible,digital}"
996,8479,conversation,Their ___ shifted from politics to travel when they discovered they had both visited Japan.,conversation,"{argument,presentation,announcement}"
997,8485,convert,She decided to ___ her car to run on electricity to reduce her carbon footprint.,convert,"{repair,purchase,donate}"
998,8494,convey,"His tone of voice helped ___ his sincerity, even though his words were simple.",convey,"{hide,question,record}"
999,8499,convict,The jury voted unanimously to ___ the suspect on charges of fraud and embezzlement.,convict,"{acquit,release,interview}"
1000,8502,conviction,He spoke with such ___ that the audience believed every word of his story.,conviction,"{hesitation,sarcasm,curiosity}"
1001,8504,convince,It took hours of discussion to ___ her parents that studying abroad was a safe and valuable opportunity.,convince,"{remind,inform,warn}"
1002,8505,convinced,"After reading the scientific evidence, she became ___ that climate change is one of the most urgent global issues.",convinced,"{confused,amused,skeptical}"
1042,8779,could,"After the rain stopped, we ___ finally go outside and play without getting wet.",could,"{should,must,would}"
1003,8507,convincing,The lawyer's ___ argument persuaded the jury to reach a unanimous verdict within an hour.,convincing,"{confusing,lengthy,theoretical}"
1004,8522,cook,She loves to ___ dinner for her family every Sunday evening.,cook,"{order,deliver,assemble}"
1005,8525,cooker,He bought a new pressure ___ to prepare meals more quickly and efficiently.,cooker,"{pan,knife,stirrer}"
1006,8528,cookie,The child left a glass of milk and a ___ for Santa Claus on Christmas Eve.,cookie,"{cracker,candy,cupcake}"
1007,8530,cooking,Her passion for ___ led her to enroll in a professional culinary school last year.,cooking,"{baking,eating,shopping}"
1008,8533,cool,"The basement stays ___ even during the hottest days of summer, making it ideal for storing wine.",cool,"{warm,humid,bright}"
1009,8544,cooperate,"The suspect refused to ___ with investigators, remaining silent during the entire interrogation.",cooperate,"{negotiate,argue,respond}"
1010,8546,cooperation,The success of the community project depended on the ___ of local residents and volunteers.,cooperation,"{interest,presence,competition}"
1011,8547,cooperative,The students worked in a ___ manner to complete the group assignment ahead of schedule.,cooperative,"{competitive,hurried,casual}"
1012,8550,coordinate,"The event planner must ___ the catering, venue, and entertainment to ensure everything runs smoothly.",coordinate,"{purchase,suggest,attend}"
1013,8554,coordination,The dance team's success depended heavily on precise ___ between all members during the performance.,coordination,"{competition,separation,disruption}"
1014,8555,coordinator,"The event ___ spent weeks organizing the schedule, ensuring all speakers arrived on time.",coordinator,"{participant,audience,performer}"
1015,8556,cop,The local ___ responded quickly to the accident and directed traffic safely around the scene.,cop,"{paramedic,driver,bystander}"
1016,8559,cope,"After the loss of her job, she found it difficult to ___ with the stress and uncertainty of the future.",cope,"{escape,ignore,celebrate}"
1017,8570,copper,The antique statue was made of ___ that had turned green with age due to oxidation.,copper,"{silver,plastic,glass}"
1018,8580,copy,She made a ___ of the contract so she could keep a record while mailing the original.,copy,"{summary,draft,rejection}"
1019,8584,copyright,The book includes a ___ notice to protect the author's work from unauthorized reproduction.,copyright,"{subscription,recommendation,dedication}"
1020,8607,core,"The ___ of the apple was too tough to eat, so she discarded it before slicing the fruit.",core,"{peel,stem,seed}"
1021,8620,corn,"At the summer picnic, they grilled ___ on the cob and served it with butter and salt.",corn,"{bread,potato,pasta}"
1023,8655,corporate,The CEO emphasized that sustainability is now a core value of our ___ social responsibility policy.,corporate,"{individual,casual,personal}"
1024,8656,corporation,Apple Inc. is a multinational ___ known for its innovative technology products.,corporation,"{foundation,partnership,cooperative}"
1025,8669,correct,"The student''s answer was not only creative but also entirely ___, earning full marks.",correct,"{illogical,confusing,ambiguous}"
1026,8670,correction,The editor submitted a minor ___ to the published article to fix a factual error.,correction,"{addition,summary,footnote}"
1027,8674,correctly,She assembled the furniture ___ without needing to consult the manual a second time.,correctly,"{hastily,partially,randomly}"
1028,8678,correlate,Studies show that exercise levels ___ strongly with improved mental health outcomes.,correlate,"{conflict,interfere,compete}"
1029,8680,correlation,There is a well-documented ___ between smoking and increased risk of lung cancer.,correlation,"{coincidence,distinction,isolation}"
1030,8682,correspond,His version of the events does not ___ with the witness testimony provided to police.,correspond,"{compare,compete,connect}"
1031,8683,correspondence,The historian uncovered a collection of wartime ___ between two famous political figures.,correspondence,"{photographs,artifacts,statements}"
1032,8684,correspondent,The BBC ___ filed a live report from the earthquake-affected region.,correspondent,"{technician,volunteer,analyst}"
1033,8685,corresponding,Each chapter in the textbook has a set of exercises with ___ answer keys provided in the appendix.,corresponding,"{random,identical,contradictory}"
1034,8687,corridor,"The hotel’s long, dimly lit ___ was lined with antique portraits and creaking doors.",corridor,"{chamber,balcony,kitchen}"
1035,8703,corrupt,The official was removed from office after evidence revealed he had accepted bribes and become ___.,corrupt,"{diligent,honest,competent}"
1036,8708,corruption,"The investigation uncovered widespread ___ within the government agency, including embezzlement and fraud.",corruption,"{transparency,efficiency,integrity}"
1037,8753,cost,The final ___ of the repairs exceeded the initial estimate by nearly double.,cost,"{benefit,schedule,quality}"
1038,8759,costly,Buying imported food is often ___ due to transportation and tariffs.,costly,"{practical,inexpensive,simple}"
1039,8763,costume,She spent weeks designing an elaborate pirate ___ for the annual festival.,costume,"{uniform,outfit,accessory}"
1040,8770,cottage,They rented a cozy countryside ___ with a thatched roof and blooming garden.,cottage,"{mansion,skyscraper,barn}"
1041,8771,cotton,"The shirt feels so comfortable because it’s made of soft, breathable ___.",cotton,"{wool,plastic,leather}"
1043,8781,council,The city ___ voted unanimously to approve the new housing development near the river.,council,"{counsellor,counselling,councillor}"
1044,8782,councillor,Residents met with their local ___ to discuss concerns about traffic and parking in the neighborhood.,councillor,"{counsellor,council,counselling}"
1045,8789,counselling,"After the accident, she began receiving emotional support through weekly ___ sessions with a trained therapist.",counselling,"{counting,councillor,council}"
1046,8790,counsellor,The school ___ helped students manage stress and plan their college applications.,counsellor,"{councillor,council,customer}"
1049,8831,counterpart,The chief executive and her German ___ signed the agreement during the international summit.,counterpart,"{companion,assistant,colleague}"
1050,8851,countless,Tourists took ___ photos of the breathtaking sunset over the mountains.,countless,"{several,occasional,adequate}"
1052,8856,countryside,We spent the weekend hiking through the peaceful ___ with rolling hills and wildflowers.,countryside,"{metropolis,highway,suburb}"
1053,8858,county,The rural ___ had vast agricultural lands and several small towns governed under a single administrative system.,county,"{country,city,province}"
1054,8859,coup,The surprise overthrow of the government was executed swiftly in a military ___ that shocked the international community.,coup,"{conflict,retreat,protest}"
1055,8861,couple,The young ___ decided to travel around Europe after saving money for two years.,couple,"{group,family,team}"
1056,8866,courage,It took immense ___ for the whistleblower to come forward despite knowing the potential consequences.,courage,"{patience,intelligence,confidence}"
1059,8878,courtesy,"He responded with ___ even when provoked, maintaining politeness throughout the difficult conversation.",courtesy,"{sarcasm,indifference,authority}"
1062,8897,coverage,The remote region had poor cellular ___ making it nearly impossible to send messages.,coverage,"{weather,food,entertainment}"
1063,8899,covered,"The field was ___ with wildflowers in the spring, creating a vibrant carpet of color.",covered,"{scattered,cleared,removed}"
1064,8910,cow,The farmer led the ___ back to the barn after milking her in the early morning.,cow,"{horse,sheep,goat}"
1065,8946,crack,She heard a loud ___ of thunder that made the windows shake during the storm.,crack,"{whisper,hum,echo}"
1066,8957,craft,Local artisans sell handmade jewelry and pottery at the weekend ___ fair.,craft,"{fashion,book,food}"
1068,9000,crawl,The baby began to ___ across the floor toward the toy basket.,crawl,"{walk,run,jump}"
1072,9022,creation,"The chef''s newest dessert is an amazing ___ of chocolate, fruit, and unexpected spices.",creation,"{recipe,payment,review}"
1073,9025,creative,The advertising agency is known for its ___ campaigns that capture audience attention in unexpected ways.,creative,"{predictable,routine,standard}"
1074,9028,creativity,The school encourages students to develop problem-solving skills through imagination and ___.,creativity,"{conformity,precision,discipline}"
1075,9029,creator,Fans gathered at the convention to meet the ___ of their favorite comic book series.,creator,"{character,reader,critic}"
1077,9037,credibility,The journalist lost her ___ after it was discovered she had fabricated sources in her story.,credibility,"{popularity,income,freedom}"
1078,9038,credible,"Despite his unusual claim, the witness provided a ___ account supported by evidence.",credible,"{dramatic,vague,entertaining}"
1080,9053,creep,"As the fog rolled in, a chilling sense of dread began to ___ over the abandoned village.",creep,"{vanish,fade,disappear}"
1047,8326,count,Please ___ the number of attendees at the event and report it to the organizing team.,count,"{assess,imagine,track}"
1048,8797,counter,She placed her bag on the ___ while waiting to order coffee at the bustling café.,counter,"{table,ledge,bench}"
1084,9110,crisis,The country faced a humanitarian ___ after the earthquake destroyed vital infrastructure.,crisis,"{celebration,opportunity,routine}"
1085,9118,criterion,One important ___ for university admission is a student’s academic performance.,criterion,"{suggestion,preference,option}"
1086,9119,critic,The film received mixed reviews from every major movie ___.,critic,"{director,actor,producer}"
1087,9120,critical,The patient is in ___ condition after the surgery and must be monitored closely.,critical,"{stable,improved,optimal}"
1088,9122,critically,The journalist ___ examined the government’s response to the disaster.,critically,"{briefly,publicly,casually}"
1089,9125,criticism,"Despite some harsh ___, the young artist continued to develop her unique style.",criticism,"{inspiration,attention,curiosity}"
1090,9126,criticize,Parents should be careful not to ___ their children too severely for small mistakes.,criticize,"{encourage,comfort,amuse}"
1091,9128,critique,"During the writing workshop, each student received a detailed ___ of their short story.",critique,"{summary,introduction,endorsement}"
1093,9158,cross,Hikers must ___ the river carefully because the current is strong during spring runoff.,cross,"{avoid,leap,follow}"
1094,9196,crowd,"A sudden ___ of people gathered at the scene of the accident, making it hard for paramedics to get through.",crowd,"{group,team,procession}"
1096,9201,crown,The queen adjusted her ___ as she stepped forward to address the assembled dignitaries.,crown,"{veil,ribbon,hat}"
1097,9203,crucial,"Sleep is ___ for maintaining good mental and physical health, yet many people neglect it.",crucial,"{optional,occasional,pleasant}"
1098,9212,crude,"The sketch was only a ___ drawing, but it clearly showed the layout of the suspect''s hideout.",crude,"{detailed,colorful,refined}"
1100,9221,cruise,"We plan to ___ along the coast this summer, stopping at various islands for sightseeing and rest.",cruise,"{wander,drift,hike}"
